A,B,f,ANAME,ANFOL,AFNAME,ADESCRIPTION,BNAME,BNFOL,BFNAME,BDESCRIPTION
2986275514,1121856729787043842,7,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
2329034473,572122341,7,tvlofficiel,49975,,"Compte officiel de la première chaîne d'information alternative de #France. #TVL #Politique #Economie #Santé #Geopolitique 
Soutenez-nous !",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
727425382169849856,87886754,7,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains"
87886754,572122341,6,ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
1121856729787043842,2986275514,6,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
826414635783958528,789420103787958272,6,LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. ",patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité""."
456777022,276934698,6,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️",valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN
2716981342,2431761083,6,fentikon,12796,;( JOLIEGARCEGANG👱🏽‍♂️,1st @rihanna & @shayizi stan ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀ insaf💀elina⠀⠀ ⠀⠀#blacklivesmatter,_AngeBRK,9495,A. 👩🏾,"Égalité, justice, amour. ✝️ #BlackLivesMatter. http://paypal.me/auberginedandi. https://twitter.com/_AngeBRK/status/1023254716585791488?s=20"
456777022,2986275514,6,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️",jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
87886754,528890147,6,ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains",P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
901893722857766912,572122341,6,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️,tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
727425382169849856,2986275514,6,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
1182764439902281729,901893722857766912,6,GaucheMafia,4463,LaGaucheMafia,#Patriote #Souverainiste #Chrétien ✝️🇫🇷✡ Pro #Poutine🇷🇺 #Trump🇺🇲 #MAGA #Israel🇮🇱 #Pologne🇵🇱 #Czech🇨🇿 #Orbán🇭🇺 #Salvini🇮🇹 #Zemmour🇫🇷 #Z,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
705746188063084544,1135964345970692096,6,VigilanceIslam,2125,,None,TReligionOPeace,6342,🕋TheReligionOfPeace.com ☪️🗺️🐸🇫🇷 ن#Z,"T R O P est un compte basé sur les faits, qui recense des paroles, écrits ou actions, véhiculés ou commises au nom de l'Islam."
901893722857766912,1389044180,6,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️,justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?"
840670437050875904,2986275514,6,BBR4369,7647,BBR#JaimeMaFrance ✊🇫🇷❤️,"A Tous Mes Ennemis, ne me Jugez pas.
Que feriez-vous à ma Place?#JaimeMaFrance #LesRiensDeFrance #CouleursPatriotes #JaimeMonPatrimoineDeFrance",jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
1199820820278849537,33962372,6,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,ChLECHEVALIER,20951,Ch.LECHEVALIER,"Gaulliste, ex-RPR / DLR, avec Marine en Ille & Vilaine. Conseiller Régional BzH, Pr Agrégé ; Ancien Elève de l'EN3S ; Licencié en Histoire, DEA de Droit Civil"
528890147,33962372,6,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi,ChLECHEVALIER,20951,Ch.LECHEVALIER,"Gaulliste, ex-RPR / DLR, avec Marine en Ille & Vilaine. Conseiller Régional BzH, Pr Agrégé ; Ancien Elève de l'EN3S ; Licencié en Histoire, DEA de Droit Civil"
827151086733635584,1153273982168313857,6,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
1199820820278849537,17448148,6,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,aurelien_veron,8497,Aurélien Véron,"Candidat à la mairie de Paris Centre (1er, 2e, 3e et 4e arrdt), rassemblement du centre & de la droite avec Rachida Dati - Vice-president d’Objectif France"
33962372,3373762791,6,ChLECHEVALIER,20951,Ch.LECHEVALIER,"Gaulliste, ex-RPR / DLR, avec Marine en Ille & Vilaine. Conseiller Régional BzH, Pr Agrégé ; Ancien Elève de l'EN3S ; Licencié en Histoire, DEA de Droit Civil",GWGoldnadel,89338,G-William Goldnadel,"Avocat, essayiste, président d'Avocats sans frontières. Chroniqueur au Figaro et aux @GG_RMC . Fondateur de @GoldnadelTv et décodeur patenté de France Inter"
33962372,4096090097,6,ChLECHEVALIER,20951,Ch.LECHEVALIER,"Gaulliste, ex-RPR / DLR, avec Marine en Ille & Vilaine. Conseiller Régional BzH, Pr Agrégé ; Ancien Elève de l'EN3S ; Licencié en Histoire, DEA de Droit Civil",racinesdavenir,6704,Racines d'Avenir,"Mouvement politique de la jeunesse conservatrice, entrepreneuriale & populaire | Président: @tegnererik |🇫🇷"
1121856729787043842,112754792,6,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD"
901893722857766912,87886754,6,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️,ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains"
956641728391450624,1121856729787043842,6,JeanMichelNagy2,674,Jean Michel Nagy,actualités et politique française,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
727425382169849856,1199820820278849537,6,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020
727425382169849856,789420103787958272,6,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité""."
978184280,1121856729787043842,6,DamienRieu,58942,Damien Rieu,Lanceur d’alertes | France périphérique | @frenchlivesM @f_desouche,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
826414635783958528,1121856729787043842,6,LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. ",stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
4820481910,2877116435,6,Catherine7515,477,Catherine75,"Trublion permanent
""Le monde ne sera pas détruit par ceux qui font le mal, mais par ceux qui les regardent sans rien faire"" Einstein.",YannickMartin9,1562,YM 🇫🇷🇪🇸🇮🇱✝️🔯,l'important n'est pas ce que l'on dit mais ce que l'autre comprend
2452872241,4186155419,6,MohamedLOUIZI,6038,LOUIZI MOHAMED (unique compte officiel),"Cadre-ingénieur et essayiste - ""On peut tout fuir, sauf sa conscience !"" disait Stefan Zweig.",Nat336699,1415,🇫🇷Nat#11janvier2020,Féminisme et laïcité. Très athée. De gauche et #Fichée L.
3337295067,572122341,6,CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
1204757033179897858,456777022,6,Elyahoudi,123,𝔼𝕝 𝕪𝕒𝕙𝕠𝕦𝕕𝕚,"Plus que sioniste, israélien🇮🇱Persuadé de la réalité du grand remplacement 🇩🇿Soutient les identitaires européens 🇨🇵 Amis et adversaires me reconnaîtront😘",JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
2953506202,456777022,6,cajounice,5868,CajouDesCollines ♦️🎗,POUR QUE LA FRANCE RESTE LA FRANCE 🇫🇷 NE PAS SUBIR !!!! NS LW JA combien de déceptions ....Je bloque les dragueurs ...,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
1153273982168313857,2877116435,6,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",YannickMartin9,1562,YM 🇫🇷🇪🇸🇮🇱✝️🔯,l'important n'est pas ce que l'on dit mais ce que l'autre comprend
2986275514,1389044180,6,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?"
789420103787958272,572122341,6,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
1153273982168313857,1389044180,6,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?"
727425382169849856,3337295067,5,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol"
789420103787958272,827151086733635584,5,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
3373762791,827151086733635584,5,GWGoldnadel,89338,G-William Goldnadel,"Avocat, essayiste, président d'Avocats sans frontières. Chroniqueur au Figaro et aux @GG_RMC . Fondateur de @GoldnadelTv et décodeur patenté de France Inter",dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
494593786,3373762791,5,__Verlaine__,32976,Verlaine,"Blogueur | #France 🇫🇷 au ❤ | #Kto | #Conservateur | Team #BleuBlancBlack |
#Rugby🏉 #VietVoDao🥋 | #StopExcision #LigueCancer #AideSDF | #NatureAmazing |",GWGoldnadel,89338,G-William Goldnadel,"Avocat, essayiste, président d'Avocats sans frontières. Chroniqueur au Figaro et aux @GG_RMC . Fondateur de @GoldnadelTv et décodeur patenté de France Inter"
727425382169849856,112754792,5,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD"
494593786,87886754,5,__Verlaine__,32976,Verlaine,"Blogueur | #France 🇫🇷 au ❤ | #Kto | #Conservateur | Team #BleuBlancBlack |
#Rugby🏉 #VietVoDao🥋 | #StopExcision #LigueCancer #AideSDF | #NatureAmazing |",ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains"
456777022,901893722857766912,5,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️",Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
940321164517429248,1024321966327648257,5,Wyatmagazine,252,Wyat Magazine,Young. Black. Connected,_Kenza_tns,8962,🌶 Tata Du Bled 🇹🇳,"Nordafem 🍉 Plus Size 🤲🏻 Nta Rajel ? 

                                      
#PasVosBeurettes / Nmout 3lik Ifriqiya"
1192144067565674496,4297922967,5,moi2626,506,Farès... usual suspect bis,"F@rès

Nouveau compte suite
à la suspension du 1er @usualsuspect213
Staïfi 🇩🇿",bassemvaudais,3098,hannibal Barka,nous reconnaîtrons jamais le gouvernement usurpateur criminel sioniste et nous continuerons notre combat jusqu’a la libération de la Palestine et Jérusalem
727425382169849856,1182764439902281729,5,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,GaucheMafia,4463,LaGaucheMafia,#Patriote #Souverainiste #Chrétien ✝️🇫🇷✡ Pro #Poutine🇷🇺 #Trump🇺🇲 #MAGA #Israel🇮🇱 #Pologne🇵🇱 #Czech🇨🇿 #Orbán🇭🇺 #Salvini🇮🇹 #Zemmour🇫🇷 #Z
